club,clubLabel,venue,venueLabel,coordinates
http://www.wikidata.org/entity/Q5710990,Q5710990,http://www.wikidata.org/entity/Q5400072,Estadio Alexander Botinni,Point(-63.164111 9.747889)
http://www.wikidata.org/entity/Q2778591,Club Atlético Temperley,http://www.wikidata.org/entity/Q5400079,Estadio Alfredo Beranger,Point(-58.399508 -34.782286)
http://www.wikidata.org/entity/Q2842932,Deportivo Pucallpa,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q4807501,Asociación Deportiva Hospital,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q5006081,C.D. Universidad Nacional de Ucayali,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q5251492,Defensor San Alejandro,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q5774065,Sport Loreto,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q6463494,La Loretana,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q7692756,Tecnológico de Pucallpa,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q8347082,San Martín de Porres de Pucallpa,http://www.wikidata.org/entity/Q5400087,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389)
http://www.wikidata.org/entity/Q2802531,Ordizia KE,http://www.wikidata.org/entity/Q5400094,Estadio Altamira,Point(-97.910718 22.401764)
http://www.wikidata.org/entity/Q7911914,Valledupar F.C.,http://www.wikidata.org/entity/Q5400098,Estadio Armando Maestre Pavajeau,Point(-73.249336 10.465744)
http://www.wikidata.org/entity/Q2869523,Club Atlético Torino,http://www.wikidata.org/entity/Q5400114,Estadio Campeonísimo,Point(-81.2659931 -4.5776797)
http://www.wikidata.org/entity/Q6051866,International Marine Incorporated F.C.,http://www.wikidata.org/entity/Q5400114,Estadio Campeonísimo,Point(-81.2659931 -4.5776797)
http://www.wikidata.org/entity/Q7579308,Sport Chorrillos,http://www.wikidata.org/entity/Q5400114,Estadio Campeonísimo,Point(-81.2659931 -4.5776797)
http://www.wikidata.org/entity/Q7196876,Pioneros de Cancún,http://www.wikidata.org/entity/Q5400116,Estadio Cancun 86,Point(-86.830544 21.182051)
http://www.wikidata.org/entity/Q3492843,Sarmiento de Resistencia,http://www.wikidata.org/entity/Q5400128,Estadio Centenario,Point(-59.010833 -27.443611)
http://www.wikidata.org/entity/Q2975407,Atlético Madrid C,http://www.wikidata.org/entity/Q5400130,Estadio Cerro del Espino,Point(-3.86028 40.4575)
http://www.wikidata.org/entity/Q4816984,Atlético Madrid Femenino,http://www.wikidata.org/entity/Q5400130,Estadio Cerro del Espino,Point(-3.86028 40.4575)
http://www.wikidata.org/entity/Q5260748,Deportivo Municipal de Huamanga,http://www.wikidata.org/entity/Q5400138,Estadio Ciudad de Cumaná,Point(-74.2167 -13.15)
http://www.wikidata.org/entity/Q5505156,Froebel Deportes,http://www.wikidata.org/entity/Q5400138,Estadio Ciudad de Cumaná,Point(-74.2167 -13.15)
http://www.wikidata.org/entity/Q9079434,Sport Huamanga,http://www.wikidata.org/entity/Q5400138,Estadio Ciudad de Cumaná,Point(-74.2167 -13.15)
http://www.wikidata.org/entity/Q4671072,Academia F.C.,http://www.wikidata.org/entity/Q5400148,Estadio Compensar,Point(-74.101094 4.661144)
http://www.wikidata.org/entity/Q9020298,Q9020298,http://www.wikidata.org/entity/Q5400197,Estadio Farid Richa,Point(-69.329167 10.080278)
http://www.wikidata.org/entity/Q9061410,Q9061410,http://www.wikidata.org/entity/Q5400197,Estadio Farid Richa,Point(-69.329167 10.080278)
http://www.wikidata.org/entity/Q5575119,Club Deportivo y Social Talca National,http://www.wikidata.org/entity/Q5400204,Estadio Fiscal de Talca,Point(-71.673889 -35.419722)
http://www.wikidata.org/entity/Q5774639,Q5774639,http://www.wikidata.org/entity/Q5400204,Estadio Fiscal de Talca,Point(-71.673889 -35.419722)
http://www.wikidata.org/entity/Q1102931,Almirante Brown de Isidro Casanova,http://www.wikidata.org/entity/Q5400214,Estadio Fragata Presidente Sarmiento,Point(-58.586814 -34.694981)
http://www.wikidata.org/entity/Q599018,C.A. River Plate Puerto Rico,http://www.wikidata.org/entity/Q5400221,Estadio Francisco Montaner,Point(-66.631785 18.002422)
http://www.wikidata.org/entity/Q128048,Municipal Real Mamoré,http://www.wikidata.org/entity/Q5400235,Estadio Gran Mamoré,Point(-64.893611 -14.82)
http://www.wikidata.org/entity/Q128049,Guabirá,http://www.wikidata.org/entity/Q5400237,Estadio Gilberto Parada,Point(-63.261423 -17.342855)
http://www.wikidata.org/entity/Q602800,Unión Comerciooo,http://www.wikidata.org/entity/Q5400246,Estadio IPD de Moyobamba,Point(-76.964335 -6.031864)
http://www.wikidata.org/entity/Q602607,León de Huánuco,http://www.wikidata.org/entity/Q5400248,Estadio Heraclio Tapia,Point(-76.252778 -9.940567)
http://www.wikidata.org/entity/Q971843,Universidad Técnica de Cajamarca,http://www.wikidata.org/entity/Q5400252,Estadio Héroes de San Ramón,Point(-78.510833 -7.161667)
http://www.wikidata.org/entity/Q80921,San Martín de San Juan,http://www.wikidata.org/entity/Q5400254,Estadio Ingeniero Hilario Sánchez,Point(-68.530289 -31.519847)
http://www.wikidata.org/entity/Q2501106,Manta Fútbol Club,http://www.wikidata.org/entity/Q5400264,Estadio Jocay,Point(-80.70293 -0.964041)
http://www.wikidata.org/entity/Q578721,Coronel Bolognesi Fútbol Club,http://www.wikidata.org/entity/Q5400280,Estadio Jorge Basadre,Point(-70.253056 -18.005)
http://www.wikidata.org/entity/Q616600,Club Deportivo Coronel Bolognesi,http://www.wikidata.org/entity/Q5400280,Estadio Jorge Basadre,Point(-70.253056 -18.005)
http://www.wikidata.org/entity/Q965386,Unión Alfonso Ugarte,http://www.wikidata.org/entity/Q5400280,Estadio Jorge Basadre,Point(-70.253056 -18.005)
http://www.wikidata.org/entity/Q2562601,Textil Mandiyú,http://www.wikidata.org/entity/Q5400286,Estadio José Antonio Romero Feris,Point(-58.829883 -27.483778)
http://www.wikidata.org/entity/Q2602791,Boca Unidos,http://www.wikidata.org/entity/Q5400286,Estadio José Antonio Romero Feris,Point(-58.829883 -27.483778)
http://www.wikidata.org/entity/Q2602775,Deportivo Merlo,http://www.wikidata.org/entity/Q5400294,Estadio José Manuel Moreno,Point(-58.732975 -34.680408)
http://www.wikidata.org/entity/Q945037,Argentino de Rosario,http://www.wikidata.org/entity/Q5400295,Estadio José María Olaeta,Point(-60.68376667 -32.90753056)
http://www.wikidata.org/entity/Q1847803,Unión Huaral,http://www.wikidata.org/entity/Q5400307,Estadio Julio Lores Colán,Point(-77.2171497 -11.4967628)
http://www.wikidata.org/entity/Q585921,Sociedad Deportiva Flamengo,http://www.wikidata.org/entity/Q5400314,Estadio La Cocha,Point(-78.614559 -0.924271)
http://www.wikidata.org/entity/Q1022938,San Martín de Tucumán,http://www.wikidata.org/entity/Q5400316,Estadio La Ciudadela,Point(-65.22960556 -26.83628056)
http://www.wikidata.org/entity/Q1023125,C.D.P. Curicó Unido,http://www.wikidata.org/entity/Q5400318,Estadio La Granja,Point(-71.230707 -34.974356)
http://www.wikidata.org/entity/Q1191670,Deportivo Mongomo,http://www.wikidata.org/entity/Q5400322,Estadio La Libertad,Point(9.761439 1.862765)
http://www.wikidata.org/entity/Q332863,Boyacá Chicó F.C.,http://www.wikidata.org/entity/Q5400324,Estadio La Independencia,Point(-73.353131 5.542233)
http://www.wikidata.org/entity/Q391600,Patriotas F.C.,http://www.wikidata.org/entity/Q5400324,Estadio La Independencia,Point(-73.353131 5.542233)
http://www.wikidata.org/entity/Q1754506,Santa Tecla F.C.,http://www.wikidata.org/entity/Q5400329,Estadio Las Delicias,Point(-89.299444 13.671667)
http://www.wikidata.org/entity/Q338923,Deportes Copiapó,http://www.wikidata.org/entity/Q5400341,Estadio Luis Valenzuela Hermosilla,Point(-70.320833 -27.376667)
http://www.wikidata.org/entity/Q1141608,Regional Atacama,http://www.wikidata.org/entity/Q5400341,Estadio Luis Valenzuela Hermosilla,Point(-70.320833 -27.376667)
http://www.wikidata.org/entity/Q603394,José Gálvez FBC,http://www.wikidata.org/entity/Q5400352,Estadio Manuel Rivera Sanchez,Point(-78.560207 -9.10001)
http://www.wikidata.org/entity/Q547584,Sporting Pizarro,http://www.wikidata.org/entity/Q5400356,Estadio Mariscal Cáceres,Point(-80.4418659 -3.5571145)
http://www.wikidata.org/entity/Q1023170,Deportivo Colonia,http://www.wikidata.org/entity/Q5400367,Estadio Miguel Campomar,Point(-57.444167 -34.425833)
http://www.wikidata.org/entity/Q332668,La Equidad,http://www.wikidata.org/entity/Q5400377,Estadio Metropolitano de Techo,Point(-74.135611 4.623545)
http://www.wikidata.org/entity/Q1035297,Las Jevas de Valencia fc,http://www.wikidata.org/entity/Q5400379,Estadio Misael Delgado,Point(-68.0115 10.223403)
http://www.wikidata.org/entity/Q1578104,Rocha F.C.,http://www.wikidata.org/entity/Q5400396,Estadio Municipal Doctor Mario Sobrero,Point(-54.324539 -34.486608)
http://www.wikidata.org/entity/Q719383,Unión La Calera,http://www.wikidata.org/entity/Q5400398,Estadio Municipal Nicolás Chahuán,Point(-71.199444 -32.784167)
http://www.wikidata.org/entity/Q2447092,San Luis de Quillota,http://www.wikidata.org/entity/Q5400401,Estadio Municipal Lucio Fariña Fernández,Point(-71.252 -32.8876)
http://www.wikidata.org/entity/Q1022771,Comisión de Actividades Infantiles,http://www.wikidata.org/entity/Q5400411,Estadio Municipal de Comodoro Rivadavia,Point(-67.48531667 -45.83845278)
http://www.wikidata.org/entity/Q613222,CA Marbella,http://www.wikidata.org/entity/Q5400414,Estadio Municipal de Marbella,Point(-4.87888889 36.51166667)
http://www.wikidata.org/entity/Q2298585,UD Marbella,http://www.wikidata.org/entity/Q5400414,Estadio Municipal de Marbella,Point(-4.87888889 36.51166667)
http://www.wikidata.org/entity/Q1023222,Santiago Morning,http://www.wikidata.org/entity/Q5400421,Estadio Municipal de La Pintana,Point(-70.635833 -33.586667)
http://www.wikidata.org/entity/Q572940,Unión San Felipe,http://www.wikidata.org/entity/Q5400424,Estadio Municipal de San Felipe,Point(-70.73 -32.746944)
http://www.wikidata.org/entity/Q1024338,Defensa y Justicia,http://www.wikidata.org/entity/Q5400433,"Estadio Norberto ""Tito"" Tomaghello",Point(-58.286511 -34.821753)
http://www.wikidata.org/entity/Q1570132,Lobos de la BUAP,http://www.wikidata.org/entity/Q5400444,Estadio Olímpico de C.U.,Point(-98.1975 18.997222)
http://www.wikidata.org/entity/Q163386,Imbabura Sporting Club,http://www.wikidata.org/entity/Q5400446,Estadio Olímpico de Ibarra,Point(-78.659882 -1.666082)
http://www.wikidata.org/entity/Q633564,CD Tudelano,http://www.wikidata.org/entity/Q3718776,Estadio Ciudad de Tudela,Point(-1.612 42.0574)
http://www.wikidata.org/entity/Q4000155,Tucanes de Amazonas,http://www.wikidata.org/entity/Q3733328,Estadio Antonio José de Sucre,Point(-67.618611 5.668611)
http://www.wikidata.org/entity/Q5668520,Q5668520,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q5709550,Association Football Club,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q5774347,Q5774347,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q5842656,Sport José Gálvez,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q6018032,Q6018032,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q7579355,Sport Inca,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q7579358,Sport Juan Bielovucic,http://www.wikidata.org/entity/Q3733343,Estadio Nacional,Point(-77.0336 -12.0711)
http://www.wikidata.org/entity/Q1130897,Jõhvi FC Lokomotiv,http://www.wikidata.org/entity/Q3740714,Jõhvi linnastaadion,Point(27.418826 59.355844)
http://www.wikidata.org/entity/Q2703174,JK Eesti Põlevkivi Jõhvi,http://www.wikidata.org/entity/Q3740714,Jõhvi linnastaadion,Point(27.418826 59.355844)
http://www.wikidata.org/entity/Q2569964,UD Almería B,http://www.wikidata.org/entity/Q3773347,Estadio Municipal Juan Rojas,Point(-2.44529 36.862)
http://www.wikidata.org/entity/Q4891402,CP Almería,http://www.wikidata.org/entity/Q3773347,Estadio Municipal Juan Rojas,Point(-2.44529 36.862)
http://www.wikidata.org/entity/Q659110,Cork Hibernians F.C.,http://www.wikidata.org/entity/Q3778340,Páirc Uí Rinn,Point(-8.436749 51.891378)
http://www.wikidata.org/entity/Q1926428,Pol. Alghero,http://www.wikidata.org/entity/Q3815690,Stadio Mariotti,Point(8.324722 40.563889)
http://www.wikidata.org/entity/Q630544,Auckland City FC,http://www.wikidata.org/entity/Q3816128,Kiwitea Street,Point(174.736426 -36.897799)
http://www.wikidata.org/entity/Q668796,Raheny United,http://www.wikidata.org/entity/Q3865975,Morton Stadium,Point(-6.245063 53.401179)
http://www.wikidata.org/entity/Q2220788,UDA Gramenet,http://www.wikidata.org/entity/Q3878968,Q3878968,Point(2.25117 41.4571)
http://www.wikidata.org/entity/Q2057329,Crucero del Norte,http://www.wikidata.org/entity/Q3896958,Estadio Comandante Andrés Guacurarí,Point(-55.852222 -27.498611)
http://www.wikidata.org/entity/Q1209882,Osotspa Saraburi F.C.,http://www.wikidata.org/entity/Q3915133,Saraburi Stadium,Point(100.905 14.556667)
http://www.wikidata.org/entity/Q1257402,Hallam F.C.,http://www.wikidata.org/entity/Q3948352,Sandygate Road,Point(-1.53122 53.3764)
http://www.wikidata.org/entity/Q1104682,Cobh Ramblers F.C.,http://www.wikidata.org/entity/Q3967506,St Colman's Park,Point(-8.301553 51.852189)
http://www.wikidata.org/entity/Q3660099,A.S.D.C. Verbania,http://www.wikidata.org/entity/Q3967725,Q3967725,Point(8.5589 45.94284)
http://www.wikidata.org/entity/Q2703612,S.S.D. Pro Sesto Calcio,http://www.wikidata.org/entity/Q3967753,Stadio Breda,Point(9.219722 45.533889)
http://www.wikidata.org/entity/Q2246447,F.C. Rieti,http://www.wikidata.org/entity/Q3967761,Stadio Centro d'Italia – Manlio Scopigno,Point(12.886797 42.410954)
http://www.wikidata.org/entity/Q1082282,S.S.D. Licata 1931,http://www.wikidata.org/entity/Q3967776,Stadio Dino Liotta,Point(13.9431 37.1025)
http://www.wikidata.org/entity/Q373419,A.S.D. Olimpia Colligiana,http://www.wikidata.org/entity/Q3967802,Stadio Gino Manni,Point(11.1333 43.4)
http://www.wikidata.org/entity/Q3391284,S.S.D. Città di Messina,http://www.wikidata.org/entity/Q3967809,Stadio Comunale Giovanni Celeste,Point(15.54 38.165)
http://www.wikidata.org/entity/Q2314607,A.S. Martina Franca 1947,http://www.wikidata.org/entity/Q3967812,Stadio Gian Domenico Tursi,Point(17.343333 40.699722)
http://www.wikidata.org/entity/Q1968070,U.S. Pergolettese 1932,http://www.wikidata.org/entity/Q3967817,Stadio Giuseppe Voltini,Point(9.675556 45.357778)
http://www.wikidata.org/entity/Q1508747,Sorrento Calcio,http://www.wikidata.org/entity/Q3967821,Stadio Italia,Point(14.383758 40.629575)
http://www.wikidata.org/entity/Q521360,Paganese Calcio 1926,http://www.wikidata.org/entity/Q3967832,Stadio Marcello Torre,Point(14.607075 40.740231)
http://www.wikidata.org/entity/Q1279917,A.C. Pistoiese,http://www.wikidata.org/entity/Q3967837,Stadio Marcello Melani,Point(10.914722 43.940833)
http://www.wikidata.org/entity/Q1100592,A.S.D. Manfredonia Calcio 1932,http://www.wikidata.org/entity/Q3967843,Stadio Miramare,Point(15.918889 41.628056)
http://www.wikidata.org/entity/Q2114224,Trapani Calcio,http://www.wikidata.org/entity/Q3967861,Stadio Polisportivo Provinciale,Point(12.545833 38.028333)
http://www.wikidata.org/entity/Q944876,Calcio Lecco 1912,http://www.wikidata.org/entity/Q3967870,Stadio Rigamonti-Ceppi,Point(9.398919 45.857831)
http://www.wikidata.org/entity/Q2312334,Bassano Virtus 55 S.T.,http://www.wikidata.org/entity/Q3967876,Stadio Rino Mercante,Point(11.751944 45.771389)
http://www.wikidata.org/entity/Q1520422,U.S.D. Cavese 1919,http://www.wikidata.org/entity/Q3967888,Stadio Simonetta Lamberti,Point(14.7025 40.709722)
http://www.wikidata.org/entity/Q2414604,S.S.D. Vis Pesaro 1898,http://www.wikidata.org/entity/Q3967892,Stadio Tonino Benelli,Point(12.90554 43.89956)
http://www.wikidata.org/entity/Q3631057,Avezzano Calcio A.S.D.,http://www.wikidata.org/entity/Q3967925,Stadio dei Marsi,Point(13.4233 42.0258)
http://www.wikidata.org/entity/Q1968424,S.S.D. Massese,http://www.wikidata.org/entity/Q3967926,Stadio degli Oliveti,Point(10.116667 44.030833)
http://www.wikidata.org/entity/Q651966,Stomil Olsztyn,http://www.wikidata.org/entity/Q3967963,OSiR Stadium in Olsztyn,Point(20.508056 53.772778)
http://www.wikidata.org/entity/Q1557366,Labasa F.C.,http://www.wikidata.org/entity/Q3976536,Subrail Park,Point(179.374 -16.4275)
http://www.wikidata.org/entity/Q4384416,Team Bath F.C.,http://www.wikidata.org/entity/Q4001038,Twerton Park,Point(-2.3951 51.3787)
http://www.wikidata.org/entity/Q1341104,University College Dublin A.F.C.,http://www.wikidata.org/entity/Q4001819,UCD Bowl,Point(-6.228058 53.310408)
http://www.wikidata.org/entity/Q3844899,Q3844899,http://www.wikidata.org/entity/Q4004747,Unidad Deportiva Acapulco,Point(-99.9003 16.8649)
http://www.wikidata.org/entity/Q394466,Waterford United F.C.,http://www.wikidata.org/entity/Q4018529,Waterford Regional Sports Centre,Point(-7.132778 52.244722)
http://www.wikidata.org/entity/Q629300,Home Farm F.C.,http://www.wikidata.org/entity/Q4019561,Whitehall Stadium,Point(-6.251681 53.377358)
http://www.wikidata.org/entity/Q2635403,FC Veres Rivne,http://www.wikidata.org/entity/Q4055343,Avanhard Stadium,Point(26.240833 50.616111)
http://www.wikidata.org/entity/Q1348189,Veria F.C.,http://www.wikidata.org/entity/Q4107855,Veria Stadium,Point(22.202361111 40.534111111)
http://www.wikidata.org/entity/Q2829387,Al Naser Sporting Club,http://www.wikidata.org/entity/Q4115799,Ali Al-Salem Al-Sabah Stadium,Point(47.92444444 29.27194444)
http://www.wikidata.org/entity/Q769204,Al-Shoalah,http://www.wikidata.org/entity/Q4116850,Al-Shoalah Club Stadium,Point(47.205 24.0957)
http://www.wikidata.org/entity/Q2359560,Hajer Club,http://www.wikidata.org/entity/Q4116944,Prince Abdullah bin Jalawi Stadium,Point(49.612778 25.305833)
http://www.wikidata.org/entity/Q2701659,Al-Fateh SC,http://www.wikidata.org/entity/Q4116944,Prince Abdullah bin Jalawi Stadium,Point(49.612778 25.305833)
http://www.wikidata.org/entity/Q1344302,Baniyas SC,http://www.wikidata.org/entity/Q4116974,Baniyas Stadium,Point(54.68571 24.34986)
http://www.wikidata.org/entity/Q602987,Sport Huancayo,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q5260740,Deportivo Ingeniería,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q5260743,Deportivo Junín,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q5260770,Deportivo Wanka,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q5903877,Q5903877,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q7896904,Unión Huayllaspanca,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q7896911,Unión Ocopilla,http://www.wikidata.org/entity/Q4117009,Estadio Huancayo,Point(-75.201944 -12.072778)
http://www.wikidata.org/entity/Q4702214,Al-Arabi,http://www.wikidata.org/entity/Q4117207,Al-Hassan Stadium,Point(35.860278 32.5375)
http://www.wikidata.org/entity/Q4702591,Al-Jalil,http://www.wikidata.org/entity/Q4117207,Al-Hassan Stadium,Point(35.860278 32.5375)
http://www.wikidata.org/entity/Q4702664,Al-Karmel FC,http://www.wikidata.org/entity/Q4117207,Al-Hassan Stadium,Point(35.860278 32.5375)
http://www.wikidata.org/entity/Q4703189,Al-Sareeh SC,http://www.wikidata.org/entity/Q4117207,Al-Hassan Stadium,Point(35.860278 32.5375)
http://www.wikidata.org/entity/Q1689756,Kazma Sporting Club,http://www.wikidata.org/entity/Q4117719,Al-Sadaqua Walsalam Stadium,Point(47.987691666 29.329002777)
http://www.wikidata.org/entity/Q1759571,Tishreen SC,http://www.wikidata.org/entity/Q4117973,Al-Assad Stadium,Point(35.785335 35.52766)
http://www.wikidata.org/entity/Q4724477,Alhiyad Sports Club,http://www.wikidata.org/entity/Q4118220,9th July Stadium,Point(15.045969 32.363317)
http://www.wikidata.org/entity/Q7047818,Nojoom Al Baazah,http://www.wikidata.org/entity/Q4118220,9th July Stadium,Point(15.045969 32.363317)
http://www.wikidata.org/entity/Q2081317,Al-Shabab SC,http://www.wikidata.org/entity/Q4118312,Al-Ahmadi Stadium,Point(48.078333333 29.091111111)
http://www.wikidata.org/entity/Q918609,Penang FA,http://www.wikidata.org/entity/Q4118561,City Stadium,Point(100.314505 5.411698)
http://www.wikidata.org/entity/Q812716,Kuwait SC,http://www.wikidata.org/entity/Q4118921,Al Kuwait Sports Club Stadium,Point(47.951944444 29.3425)
http://www.wikidata.org/entity/Q2613971,Al-Taawon FC,http://www.wikidata.org/entity/Q4119060,King Abdullah Sport City Stadium,Point(43.9478 26.3789)
http://www.wikidata.org/entity/Q2986998,Al-Raed,http://www.wikidata.org/entity/Q4119060,King Abdullah Sport City Stadium,Point(43.9478 26.3789)
http://www.wikidata.org/entity/Q2979822,Club Atlético San Telmo,http://www.wikidata.org/entity/Q4119280,Estadio Alfredo Ramos,Point(-58.488528 -34.593722)
http://www.wikidata.org/entity/Q2979842,Club Comunicaciones,http://www.wikidata.org/entity/Q4119280,Estadio Alfredo Ramos,Point(-58.488528 -34.593722)
http://www.wikidata.org/entity/Q2470164,Al-Ta'ee,http://www.wikidata.org/entity/Q4120100,Prince Abdul Aziz bin Musa'ed Stadium,Point(41.697589 27.50398)
http://www.wikidata.org/entity/Q4704095,Al Jabalain,http://www.wikidata.org/entity/Q4120100,Prince Abdul Aziz bin Musa'ed Stadium,Point(41.697589 27.50398)
http://www.wikidata.org/entity/Q12247526,Manshia Bani Hassan,http://www.wikidata.org/entity/Q4120140,Prince Mohammed Stadium,Point(36.320161 33.522789)
http://www.wikidata.org/entity/Q273417,Écija Balompié,http://www.wikidata.org/entity/Q4132382,Q4132382,Point(-5.07806 37.5359)
http://www.wikidata.org/entity/Q679317,FK Karvan,http://www.wikidata.org/entity/Q4172992,Yevlakh City Stadium,Point(48.8571 38.7472)
http://www.wikidata.org/entity/Q546557,FC Zhetysu,http://www.wikidata.org/entity/Q4179789,Zhetysu Stadium,Point(78.365103 45.019716)
http://www.wikidata.org/entity/Q252008,Arema FC,http://www.wikidata.org/entity/Q4199474,Kanjuruhan Stadium,Point(112.573975 -8.149333)
http://www.wikidata.org/entity/Q156709,FC Neftekhimik Nizhnekamsk,http://www.wikidata.org/entity/Q4318126,Neftekhimik Stadium,Point(51.8025 55.6334)
http://www.wikidata.org/entity/Q552880,Tianjin Songjiang F.C.,http://www.wikidata.org/entity/Q4390980,Tianjin Tuanbo Football Stadium,Point(117.184441666 38.8834)
http://www.wikidata.org/entity/Q727147,FC Khimki,http://www.wikidata.org/entity/Q4395765,Rodina Stadium,Point(37.459 55.903)
http://www.wikidata.org/entity/Q739701,Associação Desportiva Confiança,http://www.wikidata.org/entity/Q4405503,Batistão,Point(-37.049167 -10.926667)
http://www.wikidata.org/entity/Q546646,FC Asmaral Moscow,http://www.wikidata.org/entity/Q4406247,Salyut Stadium,Point(36.579206 50.602689)
http://www.wikidata.org/entity/Q191101,FC BATE Borisov,http://www.wikidata.org/entity/Q4439085,Borisov Arena,Point(28.4753 54.1931)
http://www.wikidata.org/entity/Q723476,FK Qarabağ,http://www.wikidata.org/entity/Q4439089,Guzanli Olympic Complex Stadium,Point(47.170278 40.156667)
http://www.wikidata.org/entity/Q591746,FK Inđija,http://www.wikidata.org/entity/Q4457040,Inđija Stadium,Point(20.09 45.05)
http://www.wikidata.org/entity/Q222157,AZAL PFC,http://www.wikidata.org/entity/Q4655240,AZAL Arena,Point(50.1964 40.4968)
http://www.wikidata.org/entity/Q18518,Kidderminster Harriers F.C.,http://www.wikidata.org/entity/Q4692188,Aggborough,Point(-2.242652777 52.380472222)
http://www.wikidata.org/entity/Q414625,PFC Akademik Sofia,http://www.wikidata.org/entity/Q4700079,Akademik Stadium,Point(23.368611 42.685278)
http://www.wikidata.org/entity/Q424646,Akçaabat Sebatspor,http://www.wikidata.org/entity/Q4702053,Akçaabat Fatih Stadium,Point(39.585053 41.017169)
http://www.wikidata.org/entity/Q1753870,S.R. Colmar,http://www.wikidata.org/entity/Q591304,Colmar Stadium,Point(7.37645278 48.08739722)
http://www.wikidata.org/entity/Q754339,IF Brommapojkarna,http://www.wikidata.org/entity/Q591583,Grimsta IP,Point(17.851666666 59.362222222)
http://www.wikidata.org/entity/Q818698,FK Velež Mostar,http://www.wikidata.org/entity/Q593076,Vrapčići Stadium,Point(17.854382 43.378384)
http://www.wikidata.org/entity/Q7063641,Nottingham Forest F.C. Under-21's Squad and Academy,http://www.wikidata.org/entity/Q593446,City Ground,Point(-1.132778 52.94)
http://www.wikidata.org/entity/Q5774872,Q5774872,http://www.wikidata.org/entity/Q594994,Estadio Nacional Julio Martínez Prádanos,Point(-70.610586 -33.464522)
http://www.wikidata.org/entity/Q856415,CP Cacereño,http://www.wikidata.org/entity/Q597967,Estadio Príncipe Felipe,Point(-6.412347222 39.487130555)
http://www.wikidata.org/entity/Q1133701,Boston Minutemen,http://www.wikidata.org/entity/Q598070,Alumni Stadium,Point(-71.166388888 42.335)
http://www.wikidata.org/entity/Q1520442,Jomo Cosmos F.C.,http://www.wikidata.org/entity/Q598736,Johannesburg Stadium,Point(28.062513888 -26.193822222)
http://www.wikidata.org/entity/Q757454,Atlético Mexiquense,http://www.wikidata.org/entity/Q604859,Estadio Nemesio Díez,Point(-99.666794 19.287286)
http://www.wikidata.org/entity/Q2034503,Q2034503,http://www.wikidata.org/entity/Q604859,Estadio Nemesio Díez,Point(-99.666794 19.287286)
http://www.wikidata.org/entity/Q1887043,Liga Deportiva Universitaria de Portoviejo,http://www.wikidata.org/entity/Q604975,Estadio Reales Tamarindos,Point(-80.45395 -1.048486)
http://www.wikidata.org/entity/Q5774601,Q5774601,http://www.wikidata.org/entity/Q604975,Estadio Reales Tamarindos,Point(-80.45395 -1.048486)
http://www.wikidata.org/entity/Q5774750,Q5774750,http://www.wikidata.org/entity/Q604975,Estadio Reales Tamarindos,Point(-80.45395 -1.048486)
